id;value;department_id;ordering
1;L'ABERGEMENT-CLEMENCIAT;1;0
2;L'ABERGEMENT-DE-VAREY;1;0
3;AMBERIEU-EN-BUGEY;1;0
4;AMBERIEUX-EN-DOMBES;1;0
5;AMBLEON;1;0
6;AMBRONAY;1;0
7;AMBUTRIX;1;0
8;ANDERT-ET-CONDON;1;0
9;ANGLEFORT;1;0
10;APREMONT;1;0
11;ARANC;1;0
12;ARANDAS;1;0
13;ARBENT;1;0
14;ARBIGNIEU;1;0
15;ARBIGNY;1;0
16;ARGIS;1;0
17;ARMIX;1;0
18;ARS-SUR-FORMANS;1;0
19;ARTEMARE;1;0
20;ASNIERES-SUR-SAONE;1;0
21;ATTIGNAT;1;0
22;BAGE-LA-VILLE;1;0
23;BAGE-LE-CHATEL;1;0
24;BALAN;1;0
25;BANEINS;1;0
26;BEAUPONT;1;0
27;BEAUREGARD;1;0
28;BELIGNEUX;1;0
29;BELLEGARDE-SUR-VALSERINE;1;0
30;BELLEY;1;0
31;BELLEYDOUX;1;0
32;BELLIGNAT;1;0
33;BELMONT-LUTHEZIEU;1;0
34;BENONCES;1;0
35;BENY;1;0
36;BEON;1;0
37;BEREZIAT;1;0
38;BETTANT;1;0
39;BEY;1;0
40;BEYNOST;1;0
41;BILLIAT;1;0
42;BIRIEUX;1;0
43;BIZIAT;1;0
44;BLYES;1;0
45;BOHAS-MEYRIAT-RIGNAT;1;0
46;LA BOISSE;1;0
47;BOISSEY;1;0
48;BOLOZON;1;0
49;BOULIGNEUX;1;0
50;BOURG-EN-BRESSE;1;0
51;BOURG-SAINT-CHRISTOPHE;1;0
52;BOYEUX-SAINT-JEROME;1;0
53;BOZ;1;0
54;BREGNIER-CORDON;1;0
55;BRENAZ;1;0
56;BRENOD;1;0
57;BRENS;1;0
58;BRESSOLLES;1;0
59;BRION;1;0
60;BRIORD;1;0
61;BUELLAS;1;0
62;LA BURBANCHE;1;0
63;CEIGNES;1;0
64;CERDON;1;0
65;CERTINES;1;0
66;CESSY;1;0
67;CEYZERIAT;1;0
68;CEYZERIEU;1;0
69;CHALAMONT;1;0
70;CHALEINS;1;0
71;CHALEY;1;0
72;CHALLES;1;0
73;CHALLEX;1;0
74;CHAMPAGNE-EN-VALROMEY;1;0
75;CHAMPDOR;1;0
76;CHAMPFROMIER;1;0
77;CHANAY;1;0
78;CHANEINS;1;0
79;CHANOZ-CHATENAY;1;0
80;LA CHAPELLE-DU-CHATELARD;1;0
81;CHARIX;1;0
82;CHARNOZ-SUR-AIN;1;0
83;CHATEAU-GAILLARD;1;0
84;CHATENAY;1;0
85;CHATILLON-EN-MICHAILLE;1;0
86;CHATILLON-LA-PALUD;1;0
87;CHATILLON-SUR-CHALARONNE;1;0
88;CHAVANNES-SUR-REYSSOUZE;1;0
89;CHAVANNES-SUR-SURAN;1;0
90;CHAVEYRIAT;1;0
91;CHAVORNAY;1;0
92;CHAZEY-BONS;1;0
93;CHAZEY-SUR-AIN;1;0
94;CHEIGNIEU-LA-BALME;1;0
95;CHEVILLARD;1;0
96;CHEVROUX;1;0
97;CHEVRY;1;0
98;CHEZERY-FORENS;1;0
99;CIVRIEUX;1;0
100;CIZE;1;0
101;CLEYZIEU;1;0
102;COLIGNY;1;0
103;COLLONGES;1;0
104;COLOMIEU;1;0
105;CONAND;1;0
106;CONDAMINE;1;0
107;CONDEISSIAT;1;0
108;CONFORT;1;0
109;CONFRANCON;1;0
110;CONTREVOZ;1;0
111;CONZIEU;1;0
112;CORBONOD;1;0
113;CORCELLES;1;0
114;CORLIER;1;0
115;CORMARANCHE-EN-BUGEY;1;0
116;CORMORANCHE-SUR-SAONE;1;0
117;CORMOZ;1;0
118;CORVEISSIAT;1;0
119;COURMANGOUX;1;0
120;COURTES;1;0
121;CRANS;1;0
122;CRAS-SUR-REYSSOUZE;1;0
123;CRESSIN-ROCHEFORT;1;0
124;CROTTET;1;0
125;CROZET;1;0
126;CRUZILLES-LES-MEPILLAT;1;0
127;CULOZ;1;0
128;CURCIAT-DONGALON;1;0
129;CURTAFOND;1;0
130;CUZIEU;1;0
131;DAGNEUX;1;0
132;DIVONNE-LES-BAINS;1;0
133;DOMMARTIN;1;0
134;DOMPIERRE-SUR-CHALARONNE;1;0
135;DOMPIERRE-SUR-VEYLE;1;0
136;DOMSURE;1;0
137;DORTAN;1;0
138;DOUVRES;1;0
139;DROM;1;0
140;DRUILLAT;1;0
141;ECHALLON;1;0
142;ECHENEVEX;1;0
143;ETREZ;1;0
144;EVOSGES;1;0
145;FARAMANS;1;0
146;FAREINS;1;0
147;FARGES;1;0
148;FEILLENS;1;0
149;FERNEY-VOLTAIRE;1;0
150;FLAXIEU;1;0
151;FOISSIAT;1;0
152;FRANCHELEINS;1;0
153;FRANS;1;0
154;GARNERANS;1;0
155;GENOUILLEUX;1;0
156;GEOVREISSET;1;0
157;GEOVREISSIAT;1;0
158;GERMAGNAT;1;0
159;GEX;1;0
160;GIRON;1;0
161;GORREVOD;1;0
162;LE GRAND-ABERGEMENT;1;0
163;GRAND-CORENT;1;0
164;GRIEGES;1;0
165;GRILLY;1;0
166;GROISSIAT;1;0
167;GROSLEE;1;0
168;GUEREINS;1;0
169;HAUTECOURT-ROMANECHE;1;0
170;HAUTEVILLE-LOMPNES;1;0
171;HOSTIAS;1;0
172;HOTONNES;1;0
173;ILLIAT;1;0
174;INJOUX-GENISSIAT;1;0
175;INNIMOND;1;0
176;IZENAVE;1;0
177;IZERNORE;1;0
178;IZIEU;1;0
179;JASSANS-RIOTTIER;1;0
180;JASSERON;1;0
181;JAYAT;1;0
182;JOURNANS;1;0
183;JOYEUX;1;0
184;JUJURIEUX;1;0
185;LABALME;1;0
186;LAGNIEU;1;0
187;LAIZ;1;0
188;LALLEYRIAT;1;0
189;LANCRANS;1;0
190;LANTENAY;1;0
191;LAPEYROUSE;1;0
192;LAVOURS;1;0
193;LEAZ;1;0
194;LELEX;1;0
195;LENT;1;0
196;LESCHEROUX;1;0
197;LEYMENT;1;0
198;LEYSSARD;1;0
199;LHOPITAL;1;0
200;LHUIS;1;0
201;LOCHIEU;1;0
202;LOMPNAS;1;0
203;LOMPNIEU;1;0
204;LOYETTES;1;0
205;LURCY;1;0
206;MAGNIEU;1;0
207;MAILLAT;1;0
208;MALAFRETAZ;1;0
209;MANTENAY-MONTLIN;1;0
210;MANZIAT;1;0
211;MARBOZ;1;0
212;MARCHAMP;1;0
213;MARIGNIEU;1;0
214;MARLIEUX;1;0
215;MARSONNAS;1;0
216;MARTIGNAT;1;0
217;MASSIEUX;1;0
218;MASSIGNIEU-DE-RIVES;1;0
219;MATAFELON-GRANGES;1;0
220;MEILLONNAS;1;0
221;MERIGNAT;1;0
222;MESSIMY-SUR-SAONE;1;0
223;MEXIMIEUX;1;0
224;MEZERIAT;1;0
225;MIJOUX;1;0
226;MIONNAY;1;0
227;MIRIBEL;1;0
228;MISERIEUX;1;0
229;MOGNENEINS;1;0
230;MONTAGNAT;1;0
231;MONTAGNIEU;1;0
232;MONTANGES;1;0
233;MONTCEAUX;1;0
234;MONTCET;1;0
235;LE MONTELLIER;1;0
236;MONTHIEUX;1;0
237;MONTLUEL;1;0
238;MONTMERLE-SUR-SAONE;1;0
239;MONTRACOL;1;0
240;MONTREAL-LA-CLUSE;1;0
241;MONTREVEL-EN-BRESSE;1;0
242;MURS-ET-GELIGNIEUX;1;0
243;NANTUA;1;0
244;NATTAGES;1;0
245;NEUVILLE-LES-DAMES;1;0
246;NEUVILLE-SUR-AIN;1;0
247;LES NEYROLLES;1;0
248;NEYRON;1;0
249;NIEVROZ;1;0
250;NIVOLLET-MONTGRIFFON;1;0
251;NURIEUX-VOLOGNAT;1;0
252;ONCIEU;1;0
253;ORDONNAZ;1;0
254;ORNEX;1;0
255;OUTRIAZ;1;0
256;OYONNAX;1;0
257;OZAN;1;0
258;PARCIEUX;1;0
259;PARVES;1;0
260;PERON;1;0
261;PERONNAS;1;0
262;PEROUGES;1;0
263;PERREX;1;0
264;LE PETIT-ABERGEMENT;1;0
265;PEYRIAT;1;0
266;PEYRIEU;1;0
267;PEYZIEUX-SUR-SAONE;1;0
268;PIRAJOUX;1;0
269;PIZAY;1;0
270;PLAGNE;1;0
271;LE PLANTAY;1;0
272;LE POIZAT;1;0
273;POLLIAT;1;0
274;POLLIEU;1;0
275;PONCIN;1;0
276;PONT-D'AIN;1;0
277;PONT-DE-VAUX;1;0
278;PONT-DE-VEYLE;1;0
279;PORT;1;0
280;POUGNY;1;0
281;POUILLAT;1;0
282;PREMEYZEL;1;0
283;PREMILLIEU;1;0
284;PRESSIAT;1;0
285;PREVESSIN-MOENS;1;0
286;PRIAY;1;0
287;PUGIEU;1;0
288;RAMASSE;1;0
289;RANCE;1;0
290;RELEVANT;1;0
291;REPLONGES;1;0
292;REVONNAS;1;0
293;REYRIEUX;1;0
294;REYSSOUZE;1;0
295;RIGNIEUX-LE-FRANC;1;0
296;ROMANS;1;0
297;ROSSILLON;1;0
298;RUFFIEU;1;0
299;SAINT-ALBAN;1;0
300;SAINT-ANDRE-DE-BAGE;1;0
301;SAINT-ANDRE-DE-CORCY;1;0
302;SAINT-ANDRE-D'HUIRIAT;1;0
303;SAINT-ANDRE-LE-BOUCHOUX;1;0
304;SAINT-ANDRE-SUR-VIEUX-JONC;1;0
305;SAINT-BENIGNE;1;0
306;SAINT-BENOIT;1;0
307;SAINT-BERNARD;1;0
308;SAINT-BOIS;1;0
309;SAINT-CHAMP;1;0
310;SAINT-CYR-SUR-MENTHON;1;0
311;SAINT-DENIS-EN-BUGEY;1;0
312;SAINT-DENIS-LES-BOURG;1;0
313;SAINT-DIDIER-D'AUSSIAT;1;0
314;SAINT-DIDIER-DE-FORMANS;1;0
315;SAINT-DIDIER-SUR-CHALARONNE;1;0
316;SAINTE-CROIX;1;0
317;SAINTE-EUPHEMIE;1;0
318;SAINTE-JULIE;1;0
319;SAINT-ELOI;1;0
320;SAINTE-OLIVE;1;0
321;SAINT-ETIENNE-DU-BOIS;1;0
322;SAINT-ETIENNE-SUR-CHALARONNE;1;0
323;SAINT-ETIENNE-SUR-REYSSOUZE;1;0
324;SAINT-GENIS-POUILLY;1;0
325;SAINT-GENIS-SUR-MENTHON;1;0
326;SAINT-GEORGES-SUR-RENON;1;0
327;SAINT-GERMAIN-DE-JOUX;1;0
328;SAINT-GERMAIN-LES-PAROISSES;1;0
329;SAINT-GERMAIN-SUR-RENON;1;0
330;SAINT-JEAN-DE-GONVILLE;1;0
331;SAINT-JEAN-DE-NIOST;1;0
332;SAINT-JEAN-DE-THURIGNEUX;1;0
333;SAINT-JEAN-LE-VIEUX;1;0
334;SAINT-JEAN-SUR-REYSSOUZE;1;0
335;SAINT-JEAN-SUR-VEYLE;1;0
336;SAINT-JULIEN-SUR-REYSSOUZE;1;0
337;SAINT-JULIEN-SUR-VEYLE;1;0
338;SAINT-JUST;1;0
339;SAINT-LAURENT-SUR-SAONE;1;0
340;SAINT-MARCEL;1;0
341;SAINT-MARTIN-DE-BAVEL;1;0
342;SAINT-MARTIN-DU-FRENE;1;0
343;SAINT-MARTIN-DU-MONT;1;0
344;SAINT-MARTIN-LE-CHATEL;1;0
345;SAINT-MAURICE-DE-BEYNOST;1;0
346;SAINT-MAURICE-DE-GOURDANS;1;0
347;SAINT-MAURICE-DE-REMENS;1;0
348;SAINT-NIZIER-LE-BOUCHOUX;1;0
349;SAINT-NIZIER-LE-DESERT;1;0
350;SAINT-PAUL-DE-VARAX;1;0
351;SAINT-RAMBERT-EN-BUGEY;1;0
352;SAINT-REMY;1;0
353;SAINT-SORLIN-EN-BUGEY;1;0
354;SAINT-SULPICE;1;0
355;SAINT-TRIVIER-DE-COURTES;1;0
356;SAINT-TRIVIER-SUR-MOIGNANS;1;0
357;SAINT-VULBAS;1;0
358;SALAVRE;1;0
359;SAMOGNAT;1;0
360;SANDRANS;1;0
361;SAULT-BRENAZ;1;0
362;SAUVERNY;1;0
363;SAVIGNEUX;1;0
364;SEGNY;1;0
365;SEILLONNAZ;1;0
366;SERGY;1;0
367;SERMOYER;1;0
368;SERRIERES-DE-BRIORD;1;0
369;SERRIERES-SUR-AIN;1;0
370;SERVAS;1;0
371;SERVIGNAT;1;0
372;SEYSSEL;1;0
373;SIMANDRE-SUR-SURAN;1;0
374;SONGIEU;1;0
375;SONTHONNAX-LA-MONTAGNE;1;0
376;SOUCLIN;1;0
377;SULIGNAT;1;0
378;SURJOUX;1;0
379;SUTRIEU;1;0
380;TALISSIEU;1;0
381;TENAY;1;0
382;THEZILLIEU;1;0
383;THIL;1;0
384;THOIRY;1;0
385;THOISSEY;1;0
386;TORCIEU;1;0
387;TOSSIAT;1;0
388;TOUSSIEUX;1;0
389;TRAMOYES;1;0
390;LA TRANCLIERE;1;0
391;TREFFORT-CUISIAT;1;0
392;TREVOUX;1;0
393;VALEINS;1;0
394;VANDEINS;1;0
395;VARAMBON;1;0
396;VAUX-EN-BUGEY;1;0
397;VERJON;1;0
398;VERNOUX;1;0
399;VERSAILLEUX;1;0
400;VERSONNEX;1;0
401;VESANCY;1;0
402;VESCOURS;1;0
403;VESINES;1;0
404;VIEU;1;0
405;VIEU-D'IZENAVE;1;0
406;VILLARS-LES-DOMBES;1;0
407;VILLEBOIS;1;0
408;VILLEMOTIER;1;0
409;VILLENEUVE;1;0
410;VILLEREVERSURE;1;0
411;VILLES;1;0
412;VILLETTE-SUR-AIN;1;0
413;VILLIEU-LOYES-MOLLON;1;0
414;VIRIAT;1;0
415;VIRIEU-LE-GRAND;1;0
416;VIRIEU-LE-PETIT;1;0
417;VIRIGNIN;1;0
418;VONGNES;1;0
419;VONNAS;1;0
420;ABBECOURT;2;0
421;ACHERY;2;0
422;ACY;2;0
423;AGNICOURT-ET-SECHELLES;2;0
424;AGUILCOURT;2;0
425;AISONVILLE-ET-BERNOVILLE;2;0
426;AIZELLES;2;0
427;AIZY-JOUY;2;0
428;ALAINCOURT;2;0
429;ALLEMANT;2;0
430;AMBLENY;2;0
431;AMBRIEF;2;0
432;AMIFONTAINE;2;0
433;AMIGNY-ROUY;2;0
434;ANCIENVILLE;2;0
435;ANDELAIN;2;0
436;ANGUILCOURT-LE-SART;2;0
437;ANIZY-LE-CHATEAU;2;0
438;ANNOIS;2;0
439;ANY-MARTIN-RIEUX;2;0
440;ARCHON;2;0
441;ARCY-SAINTE-RESTITUE;2;0
442;ARMENTIERES-SUR-OURCQ;2;0
443;ARRANCY;2;0
444;ARTEMPS;2;0
445;ARTONGES;2;0
446;ASSIS-SUR-SERRE;2;0
447;ATHIES-SOUS-LAON;2;0
448;ATTILLY;2;0
449;AUBENCHEUL-AUX-BOIS;2;0
450;AUBENTON;2;0
451;AUBIGNY-AUX-KAISNES;2;0
452;AUBIGNY-EN-LAONNOIS;2;0
453;AUDIGNICOURT;2;0
454;AUDIGNY;2;0
455;AUGY;2;0
456;AULNOIS-SOUS-LAON;2;0
457;LES AUTELS;2;0
458;AUTREMENCOURT;2;0
459;AUTREPPES;2;0
460;AUTREVILLE;2;0
461;AZY-SUR-MARNE;2;0
462;BAGNEUX;2;0
463;BANCIGNY;2;0
464;BARENTON-BUGNY;2;0
465;BARENTON-CEL;2;0
466;BARENTON-SUR-SERRE;2;0
467;BARISIS;2;0
468;BARZY-EN-THIERACHE;2;0
469;BARZY-SUR-MARNE;2;0
470;BASSOLES-AULERS;2;0
471;BAULNE-EN-BRIE;2;0
472;BAZOCHES-SUR-VESLES;2;0
473;BEAUME;2;0
474;BEAUMONT-EN-BEINE;2;0
475;BEAUREVOIR;2;0
476;BEAURIEUX;2;0
477;BEAUTOR;2;0
478;BEAUVOIS-EN-VERMANDOIS;2;0
479;BECQUIGNY;2;0
480;BELLEAU;2;0
481;BELLENGLISE;2;0
482;BELLEU;2;0
483;BELLICOURT;2;0
484;BENAY;2;0
485;BERGUES-SUR-SAMBRE;2;0
486;BERLANCOURT;2;0
487;BERLISE;2;0
488;BERNOT;2;0
489;BERNY-RIVIERE;2;0
490;BERRIEUX;2;0
491;BERRY-AU-BAC;2;0
492;BERTAUCOURT-EPOURDON;2;0
493;BERTHENICOURT;2;0
494;BERTRICOURT;2;0
495;BERZY-LE-SEC;2;0
496;BESME;2;0
497;BESMONT;2;0
498;BESNY-ET-LOIZY;2;0
499;BETHANCOURT-EN-VAUX;2;0
500;BEUGNEUX;2;0
501;BEUVARDES;2;0
502;BEZU-LE-GUERY;2;0
503;BEZU-SAINT-GERMAIN;2;0
504;BICHANCOURT;2;0
505;BIEUXY;2;0
506;BIEVRES;2;0
507;BILLY-SUR-AISNE;2;0
508;BILLY-SUR-OURCQ;2;0
509;BLANZY-LES-FISMES;2;0
510;BLERANCOURT;2;0
511;BLESMES;2;0
512;BOHAIN-EN-VERMANDOIS;2;0
513;BOIS-LES-PARGNY;2;0
514;BONCOURT;2;0
515;BONNEIL;2;0
516;BONNESVALYN;2;0
517;BONY;2;0
518;BOSMONT-SUR-SERRE;2;0
519;BOUCONVILLE-VAUCLAIR;2;0
520;BOUE;2;0
521;BOUFFIGNEREUX;2;0
522;BOURESCHES;2;0
523;BOURG-ET-COMIN;2;0
524;BOURGUIGNON-SOUS-COUCY;2;0
525;BOURGUIGNON-SOUS-MONTBAVIN;2;0
526;LA BOUTEILLE;2;0
527;BRAINE;2;0
528;BRANCOURT-EN-LAONNOIS;2;0
529;BRANCOURT-LE-GRAND;2;0
530;BRASLES;2;0
531;BRAYE;2;0
532;BRAYE-EN-LAONNOIS;2;0
533;BRAYE-EN-THIERACHE;2;0
534;BRAY-SAINT-CHRISTOPHE;2;0
535;BRECY;2;0
536;BRENELLE;2;0
537;BRENY;2;0
538;BRIE;2;0
539;BRISSAY-CHOIGNY;2;0
540;BRISSY-HAMEGICOURT;2;0
541;BRUMETZ;2;0
542;BRUNEHAMEL;2;0
543;BRUYERES-ET-MONTBERAULT;2;0
544;BRUYERES-SUR-FERE;2;0
545;BRUYS;2;0
546;BUCILLY;2;0
547;BUCY-LE-LONG;2;0
548;BUCY-LES-CERNY;2;0
549;BUCY-LES-PIERREPONT;2;0
550;BUIRE;2;0
551;BUIRONFOSSE;2;0
552;BURELLES;2;0
553;BUSSIARES;2;0
554;BUZANCY;2;0
555;CAILLOUEL-CREPIGNY;2;0
556;CAMELIN;2;0
557;LA CAPELLE;2;0
558;CASTRES;2;0
559;LE CATELET;2;0
560;CAULAINCOURT;2;0
561;CAUMONT;2;0
562;CELLES-LES-CONDE;2;0
563;LA CELLE-SOUS-MONTMIRAIL;2;0
564;CELLES-SUR-AISNE;2;0
565;CERIZY;2;0
566;CERNY-EN-LAONNOIS;2;0
567;CERNY-LES-BUCY;2;0
568;CERSEUIL;2;0
569;CESSIERES;2;0
570;CHACRISE;2;0
571;CHAILLEVOIS;2;0
572;CHALANDRY;2;0
573;CHAMBRY;2;0
574;CHAMOUILLE;2;0
575;CHAMPS;2;0
576;CHAOURSE;2;0
577;LA CHAPELLE-MONTHODON;2;0
578;LA CHAPELLE-SUR-CHEZY;2;0
579;CHARLY;2;0
580;LE CHARMEL;2;0
581;CHARMES;2;0
582;CHARTEVES;2;0
583;CHASSEMY;2;0
584;CHATEAU-THIERRY;2;0
585;CHATILLON-LES-SONS;2;0
586;CHATILLON-SUR-OISE;2;0
587;CHAUDARDES;2;0
588;CHAUDUN;2;0
589;CHAUNY;2;0
590;CHAVIGNON;2;0
591;CHAVIGNY;2;0
592;CHAVONNE;2;0
593;CHERET;2;0
594;CHERMIZY-AILLES;2;0
595;CHERY-CHARTREUVE;2;0
596;CHERY-LES-POUILLY;2;0
597;CHERY-LES-ROZOY;2;0
598;CHEVENNES;2;0
599;CHEVREGNY;2;0
600;CHEVRESIS-MONCEAU;2;0
601;CHEZY-EN-ORXOIS;2;0
602;CHEZY-SUR-MARNE;2;0
603;CHIERRY;2;0
604;CHIGNY;2;0
605;CHIVRES-EN-LAONNOIS;2;0
606;CHIVRES-VAL;2;0
607;CHIVY-LES-ETOUVELLES;2;0
608;CHOUY;2;0
609;CIERGES;2;0
610;CILLY;2;0
611;CIRY-SALSOGNE;2;0
612;CLACY-ET-THIERRET;2;0
613;CLAIRFONTAINE;2;0
614;CLAMECY;2;0
615;CLASTRES;2;0
616;CLERMONT-LES-FERMES;2;0
617;CœUVRES-ET-VALSERY;2;0
618;COINCY;2;0
619;COINGT;2;0
620;COLLIGIS-CRANDELAIN;2;0
621;COLONFAY;2;0
622;COMMENCHON;2;0
623;CONCEVREUX;2;0
624;CONDE-EN-BRIE;2;0
625;CONDE-SUR-AISNE;2;0
626;CONDE-SUR-SUIPPE;2;0
627;CONDREN;2;0
628;CONNIGIS;2;0
629;CONTESCOURT;2;0
630;CORBENY;2;0
631;CORCY;2;0
632;COUCY-LA-VILLE;2;0
633;COUCY-LE-CHATEAU-AUFFRIQUE;2;0
634;COUCY-LES-EPPES;2;0
635;COULONGES-COHAN;2;0
636;COUPRU;2;0
637;COURBES;2;0
638;COURBOIN;2;0
639;COURCELLES-SUR-VESLES;2;0
640;COURCHAMPS;2;0
641;COURMELLES;2;0
642;COURMONT;2;0
643;COURTEMONT-VARENNES;2;0
644;COURTRIZY-ET-FUSSIGNY;2;0
645;COUVRELLES;2;0
646;COUVRON-ET-AUMENCOURT;2;0
647;COYOLLES;2;0
648;CRAMAILLE;2;0
649;CRAONNE;2;0
650;CRAONNELLE;2;0
651;CRECY-AU-MONT;2;0
652;CRECY-SUR-SERRE;2;0
653;CREPY;2;0
654;CREZANCY;2;0
655;CROIX-FONSOMMES;2;0
656;LA CROIX-SUR-OURCQ;2;0
657;CROUTTES-SUR-MARNE;2;0
658;CROUY;2;0
659;CRUPILLY;2;0
660;CUFFIES;2;0
661;CUGNY;2;0
662;CUIRIEUX;2;0
663;CUIRY-HOUSSE;2;0
664;CUIRY-LES-CHAUDARDES;2;0
665;CUIRY-LES-IVIERS;2;0
666;CUISSY-ET-GENY;2;0
667;CUISY-EN-ALMONT;2;0
668;CUTRY;2;0
669;CYS-LA-COMMUNE;2;0
670;DAGNY-LAMBERCY;2;0
671;DALLON;2;0
672;DAMMARD;2;0
673;DAMPLEUX;2;0
674;DANIZY;2;0
675;DERCY;2;0
676;DEUILLET;2;0
677;DHUIZEL;2;0
678;DIZY-LE-GROS;2;0
679;DOHIS;2;0
680;DOLIGNON;2;0
681;DOMMIERS;2;0
682;DOMPTIN;2;0
683;DORENGT;2;0
684;DOUCHY;2;0
685;DRAVEGNY;2;0
686;DROIZY;2;0
687;DURY;2;0
688;EBOULEAU;2;0
689;EFFRY;2;0
690;ENGLANCOURT;2;0
691;EPAGNY;2;0
692;EPARCY;2;0
693;EPAUX-BEZU;2;0
694;EPIEDS;2;0
695;L'EPINE-AUX-BOIS;2;0
696;EPPES;2;0
697;ERLON;2;0
698;ERLOY;2;0
699;ESQUEHERIES;2;0
700;ESSIGNY-LE-GRAND;2;0
701;ESSIGNY-LE-PETIT;2;0
702;ESSISES;2;0
703;ESSOMES-SUR-MARNE;2;0
704;ESTREES;2;0
705;ETAMPES-SUR-MARNE;2;0
706;ETAVES-ET-BOCQUIAUX;2;0
707;ETOUVELLES;2;0
708;ETREAUPONT;2;0
709;ETREILLERS;2;0
710;ETREPILLY;2;0
711;ETREUX;2;0
712;EVERGNICOURT;2;0
713;FAUCOUCOURT;2;0
714;FAVEROLLES;2;0
715;FAYET;2;0
716;LA FERE;2;0
717;FERE-EN-TARDENOIS;2;0
718;LA FERTE-CHEVRESIS;2;0
719;LA FERTE-MILON;2;0
720;FESMY-LE-SART;2;0
721;FESTIEUX;2;0
722;FIEULAINE;2;0
723;FILAIN;2;0
724;LA FLAMENGRIE;2;0
725;FLAVIGNY-LE-GRAND-ET-BEAURAIN;2;0
726;FLAVY-LE-MARTEL;2;0
727;FLEURY;2;0
728;FLUQUIERES;2;0
729;FOLEMBRAY;2;0
730;FONSOMMES;2;0
731;FONTAINE-LES-CLERCS;2;0
732;FONTAINE-LES-VERVINS;2;0
733;FONTAINE-NOTRE-DAME;2;0
734;FONTAINE-UTERTE;2;0
735;FONTENELLE;2;0
736;FONTENELLE-EN-BRIE;2;0
737;FONTENOY;2;0
738;FORESTE;2;0
739;FOSSOY;2;0
740;FOURDRAIN;2;0
741;FRANCILLY-SELENCY;2;0
742;FRANQUEVILLE;2;0
743;FRESNES;2;0
744;FRESNES-EN-TARDENOIS;2;0
745;FRESNOY-LE-GRAND;2;0
746;FRESSANCOURT;2;0
747;FRIERES-FAILLOUEL;2;0
748;FROIDESTREES;2;0
749;FROIDMONT-COHARTILLE;2;0
750;GANDELU;2;0
751;GAUCHY;2;0
752;GERCY;2;0
753;GERGNY;2;0
754;GERMAINE;2;0
755;GERNICOURT;2;0
756;GIBERCOURT;2;0
757;GIZY;2;0
758;GLAND;2;0
759;GLENNES;2;0
760;GOUDELANCOURT-LES-BERRIEUX;2;0
761;GOUDELANCOURT-LES-PIERREPONT;2;0
762;GOUSSANCOURT;2;0
763;GOUY;2;0
764;GRANDLUP-ET-FAY;2;0
765;GRANDRIEUX;2;0
766;GRAND-ROZOY;2;0
767;GRAND-VERLY;2;0
768;GRICOURT;2;0
769;GRISOLLES;2;0
770;GRONARD;2;0
771;GROUGIS;2;0
772;GRUGIES;2;0
773;GUIGNICOURT;2;0
774;GUISE;2;0
775;GUIVRY;2;0
776;GUNY;2;0
777;GUYENCOURT;2;0
778;HANNAPES;2;0
779;HAPPENCOURT;2;0
780;HARAMONT;2;0
781;HARCIGNY;2;0
782;HARGICOURT;2;0
783;HARLY;2;0
784;HARTENNES-ET-TAUX;2;0
785;HARY;2;0
786;HAUTEVESNES;2;0
787;HAUTEVILLE;2;0
788;HAUTION;2;0
789;LA HERIE;2;0
790;LE HERIE-LA-VIEVILLE;2;0
791;HINACOURT;2;0
792;HIRSON;2;0
793;HOLNON;2;0
794;HOMBLIERES;2;0
795;HOURY;2;0
796;HOUSSET;2;0
797;IRON;2;0
798;ITANCOURT;2;0
799;IVIERS;2;0
800;JAULGONNE;2;0
801;JEANCOURT;2;0
802;JEANTES;2;0
803;JONCOURT;2;0
804;JOUAIGNES;2;0
805;JUMENCOURT;2;0
806;JUMIGNY;2;0
807;JUSSY;2;0
808;JUVIGNY;2;0
809;JUVINCOURT-ET-DAMARY;2;0
810;LAFFAUX;2;0
811;LAIGNY;2;0
812;LANCHY;2;0
813;LANDIFAY-ET-BERTAIGNEMONT;2;0
814;LANDOUZY-LA-COUR;2;0
815;LANDOUZY-LA-VILLE;2;0
816;LANDRICOURT;2;0
817;LANISCOURT;2;0
818;LAON;2;0
819;LAPPION;2;0
820;LARGNY-SUR-AUTOMNE;2;0
821;LATILLY;2;0
822;LAUNOY;2;0
823;LAVAL-EN-LAONNOIS;2;0
824;LAVAQUERESSE;2;0
825;LAVERSINE;2;0
826;LEHAUCOURT;2;0
827;LEME;2;0
828;LEMPIRE;2;0
829;LERZY;2;0
830;LESCHELLES;2;0
831;LESDINS;2;0
832;LESGES;2;0
833;LESQUIELLES-SAINT-GERMAIN;2;0
834;LEUILLY-SOUS-COUCY;2;0
835;LEURY;2;0
836;LEUZE;2;0
837;LEVERGIES;2;0
838;LHUYS;2;0
839;LICY-CLIGNON;2;0
840;LIERVAL;2;0
841;LIESSE-NOTRE-DAME;2;0
842;LIEZ;2;0
843;LIME;2;0
844;LISLET;2;0
845;LIZY;2;0
846;LOGNY-LES-AUBENTON;2;0
847;LONGPONT;2;0
848;LONGUEVAL-BARBONVAL;2;0
849;LOR;2;0
850;LOUATRE;2;0
851;LOUPEIGNE;2;0
852;LUCY-LE-BOCAGE;2;0
853;LUGNY;2;0
854;LUZOIR;2;0
855;LY-FONTAINE;2;0
856;MAAST-ET-VIOLAINE;2;0
857;MACHECOURT;2;0
